council_area,health_board,pct_school_attend,alcohol,pct_income_deprived,pct_employment_deprived,mortality,drugs,pct_depress,pct_low_bw,hosp_emerg,pct_no_heating,pct_overcrowded,simd_2016_quintile,urban
Glasgow City,Greater Glasgow and Clyde,93,124,8,6,152,48,15,3,104,4,13.54,4,1
Glasgow City,Greater Glasgow and Clyde,84,5,8,5,137,65,15,5,87,1,8.48,4,1
Glasgow City,Greater Glasgow and Clyde,79,66,6,3,56,0,11,5,95,0,8.76,4,1
Glasgow City,Greater Glasgow and Clyde,84,47,7,4,71,0,14,3,67,1,10.84,4,1
Glasgow City,Greater Glasgow and Clyde,79,16,8,4,59,0,15,9,78,2,9.64,4,1
Glasgow City,Greater Glasgow and Clyde,83,21,10,8,97,30,14,10,113,0,17.36,3,1
Glasgow City,Greater Glasgow and Clyde,88,26,5,3,90,0,12,7,99,2,14.39,5,1
Glasgow City,Greater Glasgow and Clyde,90,33,5,4,74,0,14,0,76,1,4.37,5,1
Glasgow City,Greater Glasgow and Clyde,81,107,16,11,89,40,16,2,88,5,20.47,2,1
Glasgow City,Greater Glasgow and Clyde,81,52,7,5,109,20,14,5,82,3,11.07,4,1
Glasgow City,Greater Glasgow and Clyde,82,116,9,8,113,49,15,6,78,6,18.82,3,1
Glasgow City,Greater Glasgow and Clyde,77,88,7,6,54,0,13,5,66,3,17.13,4,1
Glasgow City,Greater Glasgow and Clyde,94,150,9,8,115,22,18,0,78,10,27.6,3,1
Glasgow City,Greater Glasgow and Clyde,83,72,13,10,109,66,16,4,83,4,23.73,3,1
Glasgow City,Greater Glasgow and Clyde,72,56,8,9,153,66,17,8,67,8,23.4,3,1
Glasgow City,Greater Glasgow and Clyde,86,52,13,8,71,25,12,2,76,5,25.23,3,1
Glasgow City,Greater Glasgow and Clyde,84,72,12,11,104,119,18,3,99,2,16.05,3,1
Glasgow City,Greater Glasgow and Clyde,97,79,3,3,118,0,13,2,64,2,10.29,5,1
Glasgow City,Greater Glasgow and Clyde,93,28,6,4,27,0,14,3,60,4,11.22,5,1
Glasgow City,Greater Glasgow and Clyde,89,128,10,7,134,20,12,2,65,4,21.41,3,1
Glasgow City,Greater Glasgow and Clyde,86,35,5,4,61,0,10,4,67,3,11.32,5,1
Glasgow City,Greater Glasgow and Clyde,87,173,11,7,79,0,16,7,77,4,10.34,4,1
Glasgow City,Greater Glasgow and Clyde,82,309,27,23,135,126,22,7,118,5,26.07,1,1
Glasgow City,Greater Glasgow and Clyde,93,67,9,5,66,0,14,6,67,3,13.42,4,1
Glasgow City,Greater Glasgow and Clyde,72,273,37,38,132,232,32,4,147,4,25.92,1,1
Glasgow City,Greater Glasgow and Clyde,88,283,26,23,164,73,24,4,116,5,23.6,1,1
Glasgow City,Greater Glasgow and Clyde,69,71,10,5,102,0,20,18,136,8,44.07,3,1
Glasgow City,Greater Glasgow and Clyde,77,216,28,26,123,0,27,9,147,4,18.23,1,1
Glasgow City,Greater Glasgow and Clyde,70,539,39,43,194,886,25,11,127,5,35.96,1,1
Glasgow City,Greater Glasgow and Clyde,74,381,36,34,172,752,29,10,144,1,30.47,1,1
Glasgow City,Greater Glasgow and Clyde,79,27,13,8,125,0,15,6,101,0,11.23,3,1
Glasgow City,Greater Glasgow and Clyde,72,214,32,28,145,276,27,9,131,2,29.26,1,1
Glasgow City,Greater Glasgow and Clyde,74,258,32,27,199,167,29,9,183,2,25.21,1,1
Glasgow City,Greater Glasgow and Clyde,83,99,19,15,103,0,21,7,119,4,19.65,2,1
Glasgow City,Greater Glasgow and Clyde,74,129,31,21,121,142,25,4,109,3,17.45,1,1
Glasgow City,Greater Glasgow and Clyde,79,115,18,14,143,105,22,5,108,3,16.81,2,1
Glasgow City,Greater Glasgow and Clyde,78,50,21,15,65,0,20,7,86,5,15.34,2,1
Glasgow City,Greater Glasgow and Clyde,82,316,34,28,144,105,24,14,115,8,16.26,1,1
Glasgow City,Greater Glasgow and Clyde,85,141,17,12,87,33,20,8,96,2,18.51,2,1
Glasgow City,Greater Glasgow and Clyde,97,33,2,2,92,43,12,0,69,0,4.4,5,1
Glasgow City,Greater Glasgow and Clyde,91,25,2,2,53,0,9,0,56,2,7.28,5,1
Glasgow City,Greater Glasgow and Clyde,93,60,5,5,83,40,14,0,79,1,5.73,5,1
Glasgow City,Greater Glasgow and Clyde,88,38,7,5,44,65,14,0,65,1,8.44,4,1
Glasgow City,Greater Glasgow and Clyde,88,14,18,10,78,0,17,7,98,1,5.85,3,1
Glasgow City,Greater Glasgow and Clyde,87,137,13,11,125,57,19,4,110,4,12.66,3,1
Glasgow City,Greater Glasgow and Clyde,84,63,16,12,119,38,20,10,100,3,16.13,2,1
Glasgow City,Greater Glasgow and Clyde,98,36,2,3,70,0,10,14,74,1,4.74,5,1
Glasgow City,Greater Glasgow and Clyde,88,77,4,5,69,29,13,2,75,2,5.03,4,1
Glasgow City,Greater Glasgow and Clyde,96,36,6,4,45,0,12,10,69,1,4.11,5,1
Glasgow City,Greater Glasgow and Clyde,96,80,6,4,67,0,16,11,79,0,6.76,5,1
Glasgow City,Greater Glasgow and Clyde,88,212,10,8,96,48,17,4,96,1,9.05,3,1
Glasgow City,Greater Glasgow and Clyde,88,127,12,12,93,91,17,2,75,6,22.3,3,1
Glasgow City,Greater Glasgow and Clyde,97,30,4,5,77,0,14,10,70,0,3.62,5,1
Glasgow City,Greater Glasgow and Clyde,95,72,7,6,93,58,11,8,87,2,13.95,4,1
Glasgow City,Greater Glasgow and Clyde,90,75,6,7,81,94,14,0,101,1,11.98,4,1
Glasgow City,Greater Glasgow and Clyde,93,18,4,6,74,0,16,0,65,0,13.92,5,1
Glasgow City,Greater Glasgow and Clyde,95,38,4,4,60,41,15,0,62,1,9.49,5,1
Glasgow City,Greater Glasgow and Clyde,91,31,7,9,77,52,15,6,88,0,14.8,4,1
Glasgow City,Greater Glasgow and Clyde,95,32,5,5,79,0,11,6,67,0,7.23,4,0
Glasgow City,Greater Glasgow and Clyde,60,157,40,28,82,432,23,10,115,1,20.61,1,1
Glasgow City,Greater Glasgow and Clyde,68,197,32,26,162,153,25,11,139,0,15.55,1,1
Glasgow City,Greater Glasgow and Clyde,75,343,22,13,112,241,18,8,136,1,12.41,1,0
Glasgow City,Greater Glasgow and Clyde,84,135,16,12,92,0,16,0,107,0,9.38,2,1
Glasgow City,Greater Glasgow and Clyde,74,416,33,26,145,238,23,6,157,1,18.86,1,1
Glasgow City,Greater Glasgow and Clyde,68,549,46,41,174,463,30,10,228,2,21.5,1,1
Glasgow City,Greater Glasgow and Clyde,71,403,39,32,950,56,27,7,197,1,24.29,1,1
Glasgow City,Greater Glasgow and Clyde,68,485,43,39,170,619,29,3,185,2,27.54,1,1
Glasgow City,Greater Glasgow and Clyde,69,216,37,29,160,293,25,6,158,1,21.79,1,1
Glasgow City,Greater Glasgow and Clyde,63,371,33,36,60,278,28,8,137,1,21.41,1,1
Glasgow City,Greater Glasgow and Clyde,66,584,36,30,259,157,34,11,183,1,23.28,1,1
Glasgow City,Greater Glasgow and Clyde,78,494,33,28,163,328,26,8,177,1,23.78,1,1
Glasgow City,Greater Glasgow and Clyde,78,432,26,22,222,260,21,5,143,1,18.45,1,1
Glasgow City,Greater Glasgow and Clyde,62,568,39,29,212,213,19,5,140,1,28.67,1,1
Glasgow City,Greater Glasgow and Clyde,79,153,24,15,160,193,20,2,129,0,22.4,1,1
Glasgow City,Greater Glasgow and Clyde,71,348,38,34,137,588,22,6,153,0,21.44,1,1
Glasgow City,Greater Glasgow and Clyde,60,521,42,32,188,390,29,12,172,0,20.65,1,1
Glasgow City,Greater Glasgow and Clyde,81,295,32,23,157,111,26,0,166,0,22.84,1,1
Glasgow City,Greater Glasgow and Clyde,76,187,31,28,127,65,26,0,118,0,14.69,1,1
Glasgow City,Greater Glasgow and Clyde,70,251,18,18,85,410,21,10,113,2,15.44,2,1
Glasgow City,Greater Glasgow and Clyde,81,38,15,11,100,0,17,7,81,2,14.71,3,1
Glasgow City,Greater Glasgow and Clyde,74,21,16,13,158,101,16,11,94,4,19.13,2,1
Glasgow City,Greater Glasgow and Clyde,84,115,30,27,173,138,26,11,144,0,21.15,1,1
Glasgow City,Greater Glasgow and Clyde,80,74,12,8,83,28,15,9,76,1,14.53,3,1
Glasgow City,Greater Glasgow and Clyde,79,40,13,8,61,76,16,2,82,2,16.41,3,1
Glasgow City,Greater Glasgow and Clyde,78,59,12,9,71,83,17,3,74,2,17.92,3,1
Glasgow City,Greater Glasgow and Clyde,83,130,17,11,113,0,18,0,128,3,16.26,2,1
Glasgow City,Greater Glasgow and Clyde,78,86,14,10,77,0,14,0,79,2,17.57,2,1
Glasgow City,Greater Glasgow and Clyde,87,54,10,11,108,52,15,0,99,1,5.36,3,1
Glasgow City,Greater Glasgow and Clyde,88,20,5,4,89,81,14,8,73,3,12.69,4,1
Glasgow City,Greater Glasgow and Clyde,75,52,13,9,138,85,16,0,95,2,13.47,3,1
Glasgow City,Greater Glasgow and Clyde,77,20,18,12,75,0,19,10,94,1,9.02,2,1
Glasgow City,Greater Glasgow and Clyde,79,119,11,8,104,0,17,8,107,2,20.67,3,1
Glasgow City,Greater Glasgow and Clyde,91,40,9,7,54,42,20,4,84,1,10.53,4,1
Glasgow City,Greater Glasgow and Clyde,90,26,6,5,90,46,13,3,78,1,4.66,5,1
Glasgow City,Greater Glasgow and Clyde,75,235,21,18,117,135,21,10,129,7,26.07,2,1
Glasgow City,Greater Glasgow and Clyde,82,158,16,13,100,20,19,2,89,7,21.17,2,1
Glasgow City,Greater Glasgow and Clyde,94,90,7,6,81,0,15,0,81,3,10.95,4,1
Glasgow City,Greater Glasgow and Clyde,79,116,12,13,107,0,25,11,103,3,19.74,3,1
Glasgow City,Greater Glasgow and Clyde,96,511,18,18,117,130,17,3,108,10,35.5,2,1
Glasgow City,Greater Glasgow and Clyde,91,89,6,6,83,28,15,5,78,2,9.3,4,1
Glasgow City,Greater Glasgow and Clyde,81,236,23,16,123,57,26,4,107,5,16.99,2,1
Glasgow City,Greater Glasgow and Clyde,82,18,10,10,81,39,17,6,81,1,10.68,3,1
Glasgow City,Greater Glasgow and Clyde,73,299,16,12,107,74,18,5,108,7,17.03,2,1
Glasgow City,Greater Glasgow and Clyde,88,133,14,12,107,82,16,5,98,6,18.94,3,1
Glasgow City,Greater Glasgow and Clyde,85,131,8,8,168,21,14,3,76,4,21.65,3,1
Glasgow City,Greater Glasgow and Clyde,80,134,20,17,100,151,23,13,131,2,16.46,2,1
Glasgow City,Greater Glasgow and Clyde,73,251,31,25,117,688,26,3,140,3,25.53,1,1
Glasgow City,Greater Glasgow and Clyde,86,244,20,17,133,131,22,9,126,3,20.11,2,1
Glasgow City,Greater Glasgow and Clyde,62,193,37,32,170,221,28,13,137,3,21.79,1,1
Glasgow City,Greater Glasgow and Clyde,81,166,20,13,111,134,21,15,117,1,15.23,2,1
Glasgow City,Greater Glasgow and Clyde,77,262,30,25,241,234,28,5,137,0,33.5,1,1
Glasgow City,Greater Glasgow and Clyde,59,182,25,18,89,79,18,5,119,4,24.48,1,1
Glasgow City,Greater Glasgow and Clyde,67,501,28,26,180,586,27,3,193,4,24.06,1,1
Glasgow City,Greater Glasgow and Clyde,80,396,22,18,187,358,26,7,167,4,22.56,1,1
Glasgow City,Greater Glasgow and Clyde,75,229,35,35,160,254,27,5,166,7,23.78,1,1
Glasgow City,Greater Glasgow and Clyde,70,284,31,26,132,226,19,4,143,5,25.11,1,1
Glasgow City,Greater Glasgow and Clyde,80,274,14,10,117,64,15,6,117,2,26.55,2,1
Glasgow City,Greater Glasgow and Clyde,76,308,37,29,125,360,25,14,187,1,28.17,1,1
Glasgow City,Greater Glasgow and Clyde,72,282,52,44,160,499,25,0,140,4,22.31,1,1
Glasgow City,Greater Glasgow and Clyde,80,35,17,12,93,68,12,2,87,1,17.91,2,1
Glasgow City,Greater Glasgow and Clyde,88,205,14,15,89,250,9,6,90,5,20.38,2,1
Glasgow City,Greater Glasgow and Clyde,62,646,27,26,286,706,10,4,197,3,23.94,1,1
Glasgow City,Greater Glasgow and Clyde,77,441,28,30,151,550,25,3,166,5,36.46,1,1
Glasgow City,Greater Glasgow and Clyde,69,237,37,24,143,384,23,6,162,5,25.94,1,1
Glasgow City,Greater Glasgow and Clyde,67,392,11,12,175,416,16,9,103,20,32.22,2,1
Glasgow City,Greater Glasgow and Clyde,67,81,4,2,61,75,6,8,60,4,19.72,4,1
Glasgow City,Greater Glasgow and Clyde,60,405,32,26,132,488,29,8,162,1,22.43,1,1
Glasgow City,Greater Glasgow and Clyde,75,247,25,19,161,236,23,12,147,5,36.26,1,1
Glasgow City,Greater Glasgow and Clyde,68,25,10,9,74,45,7,7,57,4,45.61,3,1
Glasgow City,Greater Glasgow and Clyde,79,205,16,15,198,170,15,0,122,10,22.48,2,1
Glasgow City,Greater Glasgow and Clyde,61,377,19,17,160,151,15,17,154,5,28.66,1,1
Glasgow City,Greater Glasgow and Clyde,78,149,12,11,173,67,14,9,118,5,29.41,2,1
Glasgow City,Greater Glasgow and Clyde,69,373,33,29,169,229,25,14,169,8,30.78,1,1
Glasgow City,Greater Glasgow and Clyde,74,197,26,21,140,77,24,1,155,6,20.73,1,1
Glasgow City,Greater Glasgow and Clyde,80,347,39,29,141,318,27,7,184,1,26.91,1,1
Glasgow City,Greater Glasgow and Clyde,69,173,39,30,179,159,33,5,217,2,20.08,1,1
Glasgow City,Greater Glasgow and Clyde,68,418,40,38,138,291,28,7,163,2,26.93,1,1
Glasgow City,Greater Glasgow and Clyde,68,447,41,34,143,183,28,6,196,4,30.53,1,1
Glasgow City,Greater Glasgow and Clyde,74,493,38,31,191,576,21,8,193,1,30.48,1,1
Glasgow City,Greater Glasgow and Clyde,68,505,55,43,158,269,23,5,207,2,28.19,1,1
Glasgow City,Greater Glasgow and Clyde,65,210,30,32,151,419,25,3,158,2,27.47,1,1
Glasgow City,Greater Glasgow and Clyde,70,445,30,31,183,314,21,8,184,6,33.33,1,1
Glasgow City,Greater Glasgow and Clyde,76,186,31,18,175,231,21,3,141,4,35.86,1,1
Glasgow City,Greater Glasgow and Clyde,73,172,38,35,157,354,25,12,193,0,20.59,1,1
Glasgow City,Greater Glasgow and Clyde,63,1703,37,39,261,412,26,9,324,5,29.75,1,1
Glasgow City,Greater Glasgow and Clyde,60,159,30,24,246,532,25,4,229,1,24.83,1,1
Glasgow City,Greater Glasgow and Clyde,75,233,26,17,141,111,17,6,133,4,23.59,1,1
Glasgow City,Greater Glasgow and Clyde,70,266,28,24,169,425,22,11,151,1,29.07,1,1
Glasgow City,Greater Glasgow and Clyde,64,164,18,16,116,35,19,3,114,8,25.17,2,1
Glasgow City,Greater Glasgow and Clyde,78,339,27,23,136,78,24,11,129,4,26.3,1,1
Glasgow City,Greater Glasgow and Clyde,78,78,15,15,87,0,20,3,123,1,13.33,2,1
Glasgow City,Greater Glasgow and Clyde,75,292,25,20,147,75,25,0,157,4,31.07,1,1
Glasgow City,Greater Glasgow and Clyde,66,288,33,30,239,140,30,10,187,3,30.38,1,1
Glasgow City,Greater Glasgow and Clyde,83,286,20,20,76,160,22,0,128,3,17.28,2,1
Glasgow City,Greater Glasgow and Clyde,71,190,29,26,184,239,24,11,139,2,25.27,1,1
Glasgow City,Greater Glasgow and Clyde,67,248,35,27,165,246,26,8,160,7,28.82,1,1
Glasgow City,Greater Glasgow and Clyde,62,307,40,32,255,423,25,6,197,2,28.13,1,1
Glasgow City,Greater Glasgow and Clyde,69,84,22,13,86,0,16,2,125,1,25.12,2,1
Glasgow City,Greater Glasgow and Clyde,81,131,9,9,70,208,18,6,106,2,6.27,3,1
Glasgow City,Greater Glasgow and Clyde,91,47,6,7,87,0,19,0,116,3,9.77,4,1
Glasgow City,Greater Glasgow and Clyde,84,92,16,15,94,36,22,13,147,3,12.23,2,1
Glasgow City,Greater Glasgow and Clyde,82,95,13,14,118,0,22,5,116,1,21.48,2,1
Glasgow City,Greater Glasgow and Clyde,88,96,10,9,103,0,20,0,103,1,8.72,3,1
Glasgow City,Greater Glasgow and Clyde,81,55,11,8,155,0,19,0,104,2,14.21,3,1
Glasgow City,Greater Glasgow and Clyde,91,101,22,18,120,56,22,5,117,3,15.22,2,1
Glasgow City,Greater Glasgow and Clyde,68,194,18,18,100,0,21,0,161,3,21.14,2,1
Glasgow City,Greater Glasgow and Clyde,79,76,24,21,140,232,24,7,141,2,25.73,1,1
Glasgow City,Greater Glasgow and Clyde,79,15,5,7,89,0,16,0,113,1,12.2,4,1
Glasgow City,Greater Glasgow and Clyde,90,30,3,4,75,0,15,0,92,0,4.01,5,1
Glasgow City,Greater Glasgow and Clyde,87,20,5,6,56,0,15,5,87,1,4.61,4,1
Glasgow City,Greater Glasgow and Clyde,86,134,6,6,59,0,15,0,89,1,7.7,4,1
Glasgow City,Greater Glasgow and Clyde,83,52,10,9,55,69,18,10,93,1,7.73,3,1
Glasgow City,Greater Glasgow and Clyde,82,231,24,19,131,125,24,7,128,3,24.02,1,1
Glasgow City,Greater Glasgow and Clyde,73,106,24,19,140,0,29,3,127,3,18,1,1
Glasgow City,Greater Glasgow and Clyde,91,41,8,7,73,43,18,5,91,1,6.58,3,1
Glasgow City,Greater Glasgow and Clyde,71,226,29,26,139,0,30,11,165,2,20.44,1,1
Glasgow City,Greater Glasgow and Clyde,92,53,8,6,86,0,20,17,87,1,5.76,4,1
Glasgow City,Greater Glasgow and Clyde,90,10,4,3,83,0,9,1,79,1,5.24,4,1
Glasgow City,Greater Glasgow and Clyde,79,84,24,20,104,286,25,8,154,5,22.55,1,1
Glasgow City,Greater Glasgow and Clyde,81,107,10,8,148,102,21,8,136,2,10.91,3,1
Glasgow City,Greater Glasgow and Clyde,85,85,7,6,107,0,14,2,107,1,11.66,3,1
Glasgow City,Greater Glasgow and Clyde,72,292,30,23,148,137,28,7,182,2,19.94,1,1
Glasgow City,Greater Glasgow and Clyde,85,74,14,11,115,33,19,4,126,3,16.46,3,1
Glasgow City,Greater Glasgow and Clyde,92,65,10,11,76,0,21,5,98,2,13.68,3,1
Glasgow City,Greater Glasgow and Clyde,88,40,4,4,89,47,21,6,91,2,13.79,4,1
Glasgow City,Greater Glasgow and Clyde,84,111,5,6,74,0,16,4,83,4,12.63,4,1
Glasgow City,Greater Glasgow and Clyde,87,32,9,9,70,0,17,12,92,1,12.72,3,1
Glasgow City,Greater Glasgow and Clyde,88,25,4,7,86,87,16,0,84,0,7.84,4,1
Glasgow City,Greater Glasgow and Clyde,89,53,6,5,63,0,14,0,84,0,9.3,4,1
Glasgow City,Greater Glasgow and Clyde,88,33,11,9,103,0,22,0,113,1,9.48,3,1
Glasgow City,Greater Glasgow and Clyde,77,31,9,7,99,0,23,5,122,0,7.79,3,1
Glasgow City,Greater Glasgow and Clyde,87,20,5,4,47,0,15,7,82,0,6.28,4,1
Glasgow City,Greater Glasgow and Clyde,84,29,5,5,32,0,14,5,90,0,11.19,4,1
Glasgow City,Greater Glasgow and Clyde,89,18,7,5,69,27,14,5,122,1,7.68,4,1
Glasgow City,Greater Glasgow and Clyde,69,166,18,15,142,292,22,0,209,2,24.63,1,1
Glasgow City,Greater Glasgow and Clyde,76,161,21,18,158,0,24,0,138,5,28.51,1,1
Glasgow City,Greater Glasgow and Clyde,67,213,33,22,138,281,24,2,179,8,30.39,1,1
Glasgow City,Greater Glasgow and Clyde,76,162,25,25,158,79,27,4,175,11,27.29,1,1
Glasgow City,Greater Glasgow and Clyde,78,116,24,19,172,121,21,9,199,6,23.8,1,1
Glasgow City,Greater Glasgow and Clyde,69,265,36,30,121,206,29,16,159,3,21.24,1,1
Glasgow City,Greater Glasgow and Clyde,70,274,45,38,224,375,30,2,216,4,28.7,1,1
Glasgow City,Greater Glasgow and Clyde,70,220,37,30,164,183,28,13,211,0,27.4,1,1
Glasgow City,Greater Glasgow and Clyde,69,88,31,25,166,188,28,11,198,0,24.68,1,1
Glasgow City,Greater Glasgow and Clyde,63,322,37,29,159,339,31,10,238,2,24.71,1,1
Glasgow City,Greater Glasgow and Clyde,84,50,18,11,89,0,21,4,116,1,15.03,2,1
Glasgow City,Greater Glasgow and Clyde,82,66,16,11,130,20,12,4,108,3,16.47,2,1
Glasgow City,Greater Glasgow and Clyde,87,32,8,5,62,25,13,4,99,3,12.25,3,0
Glasgow City,Greater Glasgow and Clyde,59,297,49,35,157,137,24,3,228,6,31.86,1,1
Glasgow City,Greater Glasgow and Clyde,71,297,21,15,171,202,22,0,183,1,19.71,1,1
Glasgow City,Greater Glasgow and Clyde,64,173,42,30,182,137,27,4,175,2,24.59,1,1
Glasgow City,Greater Glasgow and Clyde,60,189,46,36,195,138,27,10,208,0,27.7,1,1
Glasgow City,Greater Glasgow and Clyde,61,353,48,42,241,297,32,8,220,3,24.71,1,1
Glasgow City,Greater Glasgow and Clyde,72,159,32,22,211,0,21,5,170,2,20.74,1,1
Glasgow City,Greater Glasgow and Clyde,76,258,16,11,131,0,18,14,118,2,18.11,2,1
Glasgow City,Greater Glasgow and Clyde,75,173,27,20,141,98,20,4,169,2,22.26,1,1
Glasgow City,Greater Glasgow and Clyde,77,70,26,19,113,38,26,0,156,0,12.47,1,1
Glasgow City,Greater Glasgow and Clyde,75,172,20,22,118,51,26,0,170,1,21.45,1,1
Glasgow City,Greater Glasgow and Clyde,59,545,39,28,121,109,25,6,172,0,23.17,1,1
Glasgow City,Greater Glasgow and Clyde,62,448,42,31,719,388,26,10,223,3,23.23,1,1
Glasgow City,Greater Glasgow and Clyde,61,128,29,25,221,0,24,0,182,0,20.43,1,1
Glasgow City,Greater Glasgow and Clyde,87,23,8,8,156,0,22,0,106,1,6.94,4,1
Glasgow City,Greater Glasgow and Clyde,72,153,32,26,143,202,26,14,146,1,27.24,1,1
Glasgow City,Greater Glasgow and Clyde,64,229,34,29,141,300,30,17,183,3,22.3,1,1
Glasgow City,Greater Glasgow and Clyde,72,260,25,23,125,149,22,6,156,2,20.6,1,1
Glasgow City,Greater Glasgow and Clyde,74,124,27,22,126,89,26,4,161,2,20.44,1,1
Glasgow City,Greater Glasgow and Clyde,85,129,16,15,125,216,21,10,122,3,18.42,2,1
Glasgow City,Greater Glasgow and Clyde,86,160,32,23,90,65,27,9,143,2,22.44,1,1
Glasgow City,Greater Glasgow and Clyde,75,845,46,52,163,172,31,13,223,3,19.66,1,1
Glasgow City,Greater Glasgow and Clyde,75,252,27,23,102,56,26,6,155,3,20.61,1,1
Glasgow City,Greater Glasgow and Clyde,81,186,18,14,89,239,18,4,136,4,18.86,2,1
Glasgow City,Greater Glasgow and Clyde,70,552,41,31,166,63,25,5,223,2,24.78,1,1
Glasgow City,Greater Glasgow and Clyde,72,195,32,27,112,239,25,10,165,5,19.93,1,1
Glasgow City,Greater Glasgow and Clyde,81,149,22,20,127,46,25,0,149,0,20.84,1,1
Glasgow City,Greater Glasgow and Clyde,67,280,31,26,142,213,20,11,154,6,29.86,1,1
Glasgow City,Greater Glasgow and Clyde,73,346,21,19,135,135,19,7,148,4,22.49,1,1
Glasgow City,Greater Glasgow and Clyde,76,155,33,27,206,152,25,10,200,5,27.32,1,1
Glasgow City,Greater Glasgow and Clyde,67,310,34,32,211,135,25,2,179,1,23.5,1,1
Glasgow City,Greater Glasgow and Clyde,64,206,57,45,181,253,25,8,182,4,30.36,1,1
Glasgow City,Greater Glasgow and Clyde,77,76,5,3,398,28,19,3,160,3,14.23,4,1
Glasgow City,Greater Glasgow and Clyde,75,119,43,36,143,0,30,7,166,4,21.85,1,1
Glasgow City,Greater Glasgow and Clyde,69,145,31,29,111,59,29,4,163,1,23.52,1,1
Glasgow City,Greater Glasgow and Clyde,82,109,20,17,117,38,20,7,119,1,20.8,2,1
Glasgow City,Greater Glasgow and Clyde,73,272,24,25,129,72,30,0,150,2,21.26,1,1
Glasgow City,Greater Glasgow and Clyde,79,88,29,29,126,84,31,3,165,3,17.19,1,1
Glasgow City,Greater Glasgow and Clyde,86,88,23,21,93,53,26,7,146,0,19.14,1,1
Glasgow City,Greater Glasgow and Clyde,73,279,29,21,69,0,28,6,152,2,21.24,1,1
Glasgow City,Greater Glasgow and Clyde,76,210,34,26,148,168,31,3,159,2,11.95,1,1
Glasgow City,Greater Glasgow and Clyde,80,83,26,20,109,70,25,4,143,3,23.55,1,1
Glasgow City,Greater Glasgow and Clyde,87,149,25,24,92,183,26,11,131,2,16.04,1,1
Glasgow City,Greater Glasgow and Clyde,68,252,42,34,207,168,22,0,139,4,35.54,1,1
Glasgow City,Greater Glasgow and Clyde,84,99,21,20,206,410,18,8,145,2,19.03,1,1
Glasgow City,Greater Glasgow and Clyde,73,319,35,35,35,259,26,13,165,4,28.61,1,1
Glasgow City,Greater Glasgow and Clyde,68,188,44,32,169,154,29,9,180,2,21.27,1,1
Glasgow City,Greater Glasgow and Clyde,72,118,29,23,203,369,30,7,176,1,23.23,1,1
Glasgow City,Greater Glasgow and Clyde,73,236,38,30,153,97,25,4,182,1,21.69,1,1
Glasgow City,Greater Glasgow and Clyde,81,178,22,20,112,153,26,13,149,4,21.29,1,1
Glasgow City,Greater Glasgow and Clyde,74,371,32,30,122,125,31,4,172,10,23.23,1,1
Glasgow City,Greater Glasgow and Clyde,81,155,25,19,125,101,23,0,119,7,17.59,1,1
Glasgow City,Greater Glasgow and Clyde,71,188,24,22,139,315,20,6,175,8,32.66,1,1
Glasgow City,Greater Glasgow and Clyde,69,103,31,25,126,55,26,3,161,6,22.14,1,1
Glasgow City,Greater Glasgow and Clyde,67,243,44,35,156,143,24,6,206,3,23.8,1,1
Glasgow City,Greater Glasgow and Clyde,80,187,30,28,127,219,25,0,182,4,15.95,1,1
Glasgow City,Greater Glasgow and Clyde,76,188,20,17,112,87,20,0,122,1,17.15,2,1
Glasgow City,Greater Glasgow and Clyde,73,111,8,7,113,282,10,5,155,4,21.1,2,1
Glasgow City,Greater Glasgow and Clyde,75,113,27,21,99,0,19,10,137,4,16.04,1,1
Glasgow City,Greater Glasgow and Clyde,84,115,21,16,105,90,21,0,147,0,18.44,2,1
Glasgow City,Greater Glasgow and Clyde,73,263,38,33,153,122,24,0,155,0,22.42,1,1
Glasgow City,Greater Glasgow and Clyde,67,229,37,28,189,91,19,19,180,2,18.97,1,1
Glasgow City,Greater Glasgow and Clyde,65,214,44,33,151,107,25,5,205,1,24.61,1,1
Glasgow City,Greater Glasgow and Clyde,81,64,5,6,145,35,14,8,93,0,17.14,3,1
Glasgow City,Greater Glasgow and Clyde,66,154,38,33,120,315,30,4,176,1,23.14,1,1
Glasgow City,Greater Glasgow and Clyde,93,51,8,8,63,40,17,13,126,4,10.04,3,1
Glasgow City,Greater Glasgow and Clyde,76,264,28,29,134,139,27,12,156,2,18.57,1,1
Glasgow City,Greater Glasgow and Clyde,76,137,26,21,69,0,27,10,117,0,28.37,1,1
Glasgow City,Greater Glasgow and Clyde,72,294,33,27,149,0,24,13,175,1,26.22,1,1
Glasgow City,Greater Glasgow and Clyde,90,53,9,7,92,0,15,9,81,1,14.37,4,1
Glasgow City,Greater Glasgow and Clyde,93,77,8,9,106,0,21,0,114,5,19.06,3,1
Glasgow City,Greater Glasgow and Clyde,85,33,9,8,175,38,20,13,123,2,11.31,3,1
Glasgow City,Greater Glasgow and Clyde,88,15,9,6,67,0,12,8,82,0,6.15,4,1
Glasgow City,Greater Glasgow and Clyde,94,24,6,4,55,26,8,0,73,0,3.92,4,1
Glasgow City,Greater Glasgow and Clyde,79,49,7,7,76,34,13,0,76,1,13.32,4,1
Glasgow City,Greater Glasgow and Clyde,89,84,7,5,54,28,11,4,86,0,9.9,4,1
Glasgow City,Greater Glasgow and Clyde,84,59,6,6,108,39,22,0,91,2,9.61,3,1
