"data_zone"	"intermediate_zone"	"council_area"	"health_board"	"pct_school_attend"	"alcohol"	"population"	"working_population"	"pct_income_deprived"	"pct_employment_deprived"	"illness"	"mortality"	"drugs"	"pct_depress"	"pct_low_bw"	"hosp_emerg"	"noquals"	"crime"	"pct_no_heating"	"simd_2016_quintile"	"urban"
"3687"	"S01010192"	"Robroyston and Millerston"	"Glasgow City"	"Greater Glasgow and Clyde"	89	84	824	579	7	5	55	54	28	11	4	86	119	97	0	4	1
"3688"	"S01010193"	"Robroyston and Millerston"	"Glasgow City"	"Greater Glasgow and Clyde"	84	59	754	482	6	6	85	108	39	22	0	91	99	305	2	3	1
"3689"	"S01010194"	"Balornock"	"Glasgow City"	"Greater Glasgow and Clyde"	84	102	640	392	22	22	180	106	106	26	8	126	183	63	1	1	1
"3690"	"S01010195"	"Balornock"	"Glasgow City"	"Greater Glasgow and Clyde"	82	77	513	331	19	20	195	116	61	25	0	146	205	NA	2	1	1
"3691"	"S01010196"	"Balornock"	"Glasgow City"	"Greater Glasgow and Clyde"	71	68	658	411	24	22	170	142	193	28	4	152	193	198	2	1	1
"3692"	"S01010197"	"Balornock"	"Glasgow City"	"Greater Glasgow and Clyde"	78	173	612	405	31	25	210	161	201	29	13	177	242	376	1	1	1
"3693"	"S01010198"	"Balornock"	"Glasgow City"	"Greater Glasgow and Clyde"	75	159	1014	626	35	30	265	217	150	30	3	189	257	1610	1	1	1
"3694"	"S01010199"	"Barmulloch"	"Glasgow City"	"Greater Glasgow and Clyde"	76	210	599	394	34	24	225	123	52	23	0	164	238	401	1	1	1
"3695"	"S01010200"	"Barmulloch"	"Glasgow City"	"Greater Glasgow and Clyde"	80	169	685	396	22	16	185	124	207	23	0	136	207	307	3	1	1
"3696"	"S01010201"	"Barmulloch"	"Glasgow City"	"Greater Glasgow and Clyde"	84	93	638	397	13	11	135	107	46	21	8	137	177	220	0	2	1
"3697"	"S01010202"	"Barmulloch"	"Glasgow City"	"Greater Glasgow and Clyde"	72	372	784	511	41	34	305	170	366	24	4	147	320	1060	3	1	1
"3698"	"S01010203"	"Petershill"	"Glasgow City"	"Greater Glasgow and Clyde"	86	69	744	533	10	7	75	53	0	17	7	116	140	215	2	3	1
"3699"	"S01010204"	"Petershill"	"Glasgow City"	"Greater Glasgow and Clyde"	66	168	805	526	35	28	225	106	189	27	2	163	282	498	2	1	1
"3700"	"S01010205"	"Petershill"	"Glasgow City"	"Greater Glasgow and Clyde"	67	236	671	466	29	26	230	237	79	25	7	179	213	925	3	1	1
"3701"	"S01010206"	"Petershill"	"Glasgow City"	"Greater Glasgow and Clyde"	NA	NA	0	0	NA	NA	NA	143	NA	NA	6	101	353	NA	4	4	1
"3702"	"S01010207"	"Petershill"	"Glasgow City"	"Greater Glasgow and Clyde"	69	205	852	563	18	14	130	151	293	22	6	175	267	364	5	1	1
"3703"	"S01010208"	"Petershill"	"Glasgow City"	"Greater Glasgow and Clyde"	73	290	946	682	25	19	195	183	169	23	8	145	160	603	7	1	1
"3704"	"S01010209"	"Springburn"	"Glasgow City"	"Greater Glasgow and Clyde"	72	240	985	647	27	25	165	181	387	27	14	146	199	2054	3	1	1
"3705"	"S01010210"	"Springburn"	"Glasgow City"	"Greater Glasgow and Clyde"	75	154	814	515	20	18	175	118	119	30	8	148	157	344	1	1	1
"3706"	"S01010211"	"Springburn"	"Glasgow City"	"Greater Glasgow and Clyde"	75	379	838	515	32	30	225	160	256	32	0	191	228	430	3	1	1
"3707"	"S01010212"	"Springburn"	"Glasgow City"	"Greater Glasgow and Clyde"	75	229	1013	656	36	33	215	194	132	27	5	174	241	1473	3	1	1
"3708"	"S01010213"	"Springburn"	"Glasgow City"	"Greater Glasgow and Clyde"	71	211	931	548	25	21	185	113	71	27	3	155	219	247	1	1	1
"3709"	"S01010214"	"Springburn East and Cowlairs"	"Glasgow City"	"Greater Glasgow and Clyde"	80	45	967	610	13	8	95	99	34	19	3	118	145	176	2	3	1
"3710"	"S01010215"	"Springburn East and Cowlairs"	"Glasgow City"	"Greater Glasgow and Clyde"	71	343	897	544	33	28	205	96	685	30	0	177	215	547	4	1	1
"3711"	"S01010216"	"Springburn East and Cowlairs"	"Glasgow City"	"Greater Glasgow and Clyde"	77	215	617	423	36	35	220	138	335	26	8	141	247	601	2	1	1
"3712"	"S01010217"	"Springburn East and Cowlairs"	"Glasgow City"	"Greater Glasgow and Clyde"	74	348	859	565	37	27	190	95	470	21	3	142	222	1061	4	1	1
"3713"	"S01010218"	"Springburn East and Cowlairs"	"Glasgow City"	"Greater Glasgow and Clyde"	75	193	1113	785	32	23	200	128	243	22	6	141	187	558	5	1	1
"3714"	"S01010219"	"Cowlairs and Port Dundas"	"Glasgow City"	"Greater Glasgow and Clyde"	88	15	271	191	19	14	120	119	61	13	0	131	187	185	5	2	1
"3715"	"S01010220"	"Cowlairs and Port Dundas"	"Glasgow City"	"Greater Glasgow and Clyde"	88	20	486	424	4	3	35	26	0	7	3	55	60	268	4	5	1
"3716"	"S01010221"	"Cowlairs and Port Dundas"	"Glasgow City"	"Greater Glasgow and Clyde"	57	252	599	373	40	35	250	176	266	35	5	186	260	635	1	1	1
"3717"	"S01010222"	"Cowlairs and Port Dundas"	"Glasgow City"	"Greater Glasgow and Clyde"	86	245	477	351	37	24	225	136	0	26	4	137	189	378	7	1	1
"3718"	"S01010223"	"Cowlairs and Port Dundas"	"Glasgow City"	"Greater Glasgow and Clyde"	78	438	570	394	33	25	215	132	181	24	5	183	197	439	3	1	1
"3719"	"S01010224"	"Cowlairs and Port Dundas"	"Glasgow City"	"Greater Glasgow and Clyde"	64	254	1037	650	45	36	280	210	164	25	8	156	260	1004	1	1	1
"3720"	"S01010225"	"Sighthill"	"Glasgow City"	"Greater Glasgow and Clyde"	74	297	816	573	30	26	200	142	302	21	6	144	181	1006	6	1	1
"3721"	"S01010226"	"Sighthill"	"Glasgow City"	"Greater Glasgow and Clyde"	85	204	498	310	25	14	80	183	39	15	4	125	202	422	6	2	1
"3722"	"S01010227"	"Sighthill"	"Glasgow City"	"Greater Glasgow and Clyde"	NA	NA	0	0	NA	NA	NA	312	NA	NA	17	121	234	NA	7	4	1
"3723"	"S01010228"	"Roystonhill, Blochairn, and Provanmill"	"Glasgow City"	"Greater Glasgow and Clyde"	73	406	822	474	40	34	225	174	178	29	10	166	245	731	0	1	1
"3724"	"S01010229"	"Roystonhill, Blochairn, and Provanmill"	"Glasgow City"	"Greater Glasgow and Clyde"	89	115	1267	886	27	21	200	156	21	23	3	149	241	395	0	1	1
"3725"	"S01010230"	"Roystonhill, Blochairn, and Provanmill"	"Glasgow City"	"Greater Glasgow and Clyde"	81	390	1017	686	40	33	240	117	467	20	5	163	220	847	5	1	1
"3726"	"S01010231"	"Roystonhill, Blochairn, and Provanmill"	"Glasgow City"	"Greater Glasgow and Clyde"	82	253	987	628	33	26	220	164	109	24	3	160	225	781	1	1	1
"3727"	"S01010232"	"Roystonhill, Blochairn, and Provanmill"	"Glasgow City"	"Greater Glasgow and Clyde"	88	214	999	712	30	23	215	171	280	21	10	182	207	772	1	1	1
"3728"	"S01010233"	"Roystonhill, Blochairn, and Provanmill"	"Glasgow City"	"Greater Glasgow and Clyde"	82	153	670	408	29	26	230	139	38	24	4	161	254	284	6	1	1
"3729"	"S01010234"	"Dennistoun North"	"Glasgow City"	"Greater Glasgow and Clyde"	76	85	1030	777	13	9	105	103	56	14	6	110	110	321	5	3	1
"3730"	"S01010235"	"Dennistoun North"	"Glasgow City"	"Greater Glasgow and Clyde"	83	26	953	749	5	4	75	174	60	14	4	115	42	263	1	4	1
"3731"	"S01010236"	"Dennistoun North"	"Glasgow City"	"Greater Glasgow and Clyde"	78	161	820	650	14	12	140	165	120	13	4	149	74	354	6	2	1
"3732"	"S01010237"	"Dennistoun North"	"Glasgow City"	"Greater Glasgow and Clyde"	80	110	606	473	12	11	120	72	91	15	6	105	91	347	3	3	1
"3733"	"S01010238"	"Dennistoun North"	"Glasgow City"	"Greater Glasgow and Clyde"	78	79	800	632	16	10	115	110	99	17	0	106	98	338	5	2	1
"3734"	"S01010239"	"Alexandra Parade"	"Glasgow City"	"Greater Glasgow and Clyde"	71	357	798	526	27	21	190	146	121	22	4	178	200	238	3	1	1
"3735"	"S01010240"	"Alexandra Parade"	"Glasgow City"	"Greater Glasgow and Clyde"	79	60	625	481	15	13	145	91	35	23	4	113	131	128	8	2	1
"3736"	"S01010241"	"Alexandra Parade"	"Glasgow City"	"Greater Glasgow and Clyde"	68	240	1101	792	17	12	150	129	93	21	6	140	127	428	6	2	1
"3737"	"S01010242"	"Carntyne West and Haghill"	"Glasgow City"	"Greater Glasgow and Clyde"	74	197	755	605	30	25	245	182	130	24	8	147	188	398	8	1	1
"3738"	"S01010243"	"Carntyne West and Haghill"	"Glasgow City"	"Greater Glasgow and Clyde"	71	195	1038	795	27	22	175	168	113	19	8	140	191	733	9	1	1
"3739"	"S01010244"	"Carntyne West and Haghill"	"Glasgow City"	"Greater Glasgow and Clyde"	68	158	669	470	22	19	165	230	239	24	10	168	230	988	7	1	1
"3740"	"S01010245"	"Carntyne West and Haghill"	"Glasgow City"	"Greater Glasgow and Clyde"	56	474	888	621	49	43	340	219	296	32	6	235	318	1410	2	1	1
"3741"	"S01010246"	"Carntyne West and Haghill"	"Glasgow City"	"Greater Glasgow and Clyde"	66	113	854	596	31	24	205	155	153	19	0	140	250	622	5	1	1
"3742"	"S01010247"	"Carntyne West and Haghill"	"Glasgow City"	"Greater Glasgow and Clyde"	85	80	694	473	21	14	165	125	42	24	5	127	168	563	6	2	1
"3743"	"S01010248"	"Dennistoun"	"Glasgow City"	"Greater Glasgow and Clyde"	84	61	886	721	10	7	85	115	0	11	11	89	75	283	3	4	1
"3744"	"S01010249"	"Dennistoun"	"Glasgow City"	"Greater Glasgow and Clyde"	83	93	690	572	10	8	105	78	78	15	6	92	110	377	10	3	1
"3745"	"S01010250"	"Dennistoun"	"Glasgow City"	"Greater Glasgow and Clyde"	75	45	709	596	11	6	80	95	0	13	7	89	68	268	5	3	1
"3746"	"S01010251"	"Dennistoun"	"Glasgow City"	"Greater Glasgow and Clyde"	74	67	710	586	5	4	50	111	25	8	8	79	44	268	2	4	1
"3747"	"S01010252"	"Dennistoun"	"Glasgow City"	"Greater Glasgow and Clyde"	82	170	625	479	16	13	135	188	32	14	13	119	82	449	4	2	1
"3748"	"S01010253"	"Dennistoun"	"Glasgow City"	"Greater Glasgow and Clyde"	65	261	648	424	38	29	260	207	233	27	15	184	192	572	3	1	1
"3749"	"S01010254"	"Gallowgate North and Bellgrove"	"Glasgow City"	"Greater Glasgow and Clyde"	73	119	1066	744	29	18	205	145	92	24	4	132	177	432	2	1	1
"3750"	"S01010255"	"Gallowgate North and Bellgrove"	"Glasgow City"	"Greater Glasgow and Clyde"	77	355	748	526	29	22	185	163	196	21	3	174	224	589	8	1	1
"3751"	"S01010256"	"Gallowgate North and Bellgrove"	"Glasgow City"	"Greater Glasgow and Clyde"	70	276	875	610	26	28	215	96	114	24	4	160	207	469	1	1	1
"3752"	"S01010257"	"Gallowgate North and Bellgrove"	"Glasgow City"	"Greater Glasgow and Clyde"	60	358	1053	971	8	7	80	112	465	14	6	150	137	980	7	3	1
"3753"	"S01010258"	"Gallowgate North and Bellgrove"	"Glasgow City"	"Greater Glasgow and Clyde"	89	23	1446	1397	1	1	15	44	0	3	0	34	26	256	10	5	1
"3754"	"S01010259"	"City Centre East"	"Glasgow City"	"Greater Glasgow and Clyde"	85	287	1162	936	22	19	170	125	479	15	5	136	206	396	10	1	1
"3755"	"S01010260"	"City Centre East"	"Glasgow City"	"Greater Glasgow and Clyde"	79	98	2122	1940	7	6	85	132	52	7	5	77	95	722	10	3	1
"3756"	"S01010261"	"City Centre East"	"Glasgow City"	"Greater Glasgow and Clyde"	90	137	2387	2100	9	5	110	95	53	9	2	95	146	176	10	3	1
"3757"	"S01010262"	"City Centre East"	"Glasgow City"	"Greater Glasgow and Clyde"	86	290	868	536	32	27	220	185	322	25	11	143	196	2123	10	1	1
"3758"	"S01010263"	"City Centre East"	"Glasgow City"	"Greater Glasgow and Clyde"	65	79	690	640	4	4	55	48	23	8	0	64	54	1292	10	4	1
"3759"	"S01010264"	"City Centre East"	"Glasgow City"	"Greater Glasgow and Clyde"	67	159	807	726	19	14	170	159	97	14	0	121	102	2606	8	2	1
"3760"	"S01010265"	"City Centre East"	"Glasgow City"	"Greater Glasgow and Clyde"	100	52	981	941	1	1	15	47	0	5	18	48	18	1736	7	5	1
"3761"	"S01010266"	"City Centre West"	"Glasgow City"	"Greater Glasgow and Clyde"	66	9	635	530	8	4	75	48	33	11	17	88	88	536	4	3	1
"3762"	"S01010267"	"City Centre West"	"Glasgow City"	"Greater Glasgow and Clyde"	80	170	663	622	8	6	75	181	111	8	8	89	45	3459	3	3	1
"3763"	"S01010268"	"City Centre West"	"Glasgow City"	"Greater Glasgow and Clyde"	86	138	762	660	13	10	115	135	26	16	4	101	79	394	10	3	1
"3764"	"S01010269"	"City Centre West"	"Glasgow City"	"Greater Glasgow and Clyde"	76	159	524	465	11	9	100	310	0	10	0	93	110	401	10	3	1
"3765"	"S01010270"	"City Centre West"	"Glasgow City"	"Greater Glasgow and Clyde"	68	636	1184	847	30	28	220	139	415	26	8	177	169	871	3	1	1
"3766"	"S01010271"	"City Centre West"	"Glasgow City"	"Greater Glasgow and Clyde"	84	432	805	667	13	8	115	57	80	12	0	130	123	4317	4	2	1
"3767"	"S01010272"	"City Centre South"	"Glasgow City"	"Greater Glasgow and Clyde"	77	154	1131	953	22	19	175	128	201	15	3	135	152	522	6	1	1
"3768"	"S01010273"	"City Centre South"	"Glasgow City"	"Greater Glasgow and Clyde"	80	29	759	714	3	2	10	20	0	5	6	46	53	3813	5	4	1
"3769"	"S01010274"	"City Centre South"	"Glasgow City"	"Greater Glasgow and Clyde"	67	245	661	606	0	1	0	17	97	6	4	122	62	13197	2	4	1
"3770"	"S01010275"	"City Centre South"	"Glasgow City"	"Greater Glasgow and Clyde"	89	127	735	697	5	4	75	17	117	5	6	89	50	14580	5	3	1
"3771"	"S01010276"	"Anderston"	"Glasgow City"	"Greater Glasgow and Clyde"	69	20	1175	1022	1	2	25	72	0	7	0	55	51	170	4	5	1
"3772"	"S01010277"	"Anderston"	"Glasgow City"	"Greater Glasgow and Clyde"	77	45	707	476	22	16	155	134	40	24	10	133	181	326	3	2	1
"3773"	"S01010278"	"Anderston"	"Glasgow City"	"Greater Glasgow and Clyde"	82	174	575	406	31	17	165	179	111	20	6	131	155	279	6	1	1
"3774"	"S01010279"	"Anderston"	"Glasgow City"	"Greater Glasgow and Clyde"	84	240	657	537	13	12	125	251	216	17	0	145	118	396	5	2	1
"3775"	"S01010280"	"Anderston"	"Glasgow City"	"Greater Glasgow and Clyde"	79	56	890	763	13	10	115	55	0	11	7	78	49	293	8	3	1
"3776"	"S01010281"	"Anderston"	"Glasgow City"	"Greater Glasgow and Clyde"	85	72	884	769	6	3	50	78	19	10	7	57	44	238	10	4	1
"3777"	"S01010282"	"Finnieston and Kelvinhaugh"	"Glasgow City"	"Greater Glasgow and Clyde"	88	173	944	785	20	19	185	137	77	21	8	124	110	350	6	2	1
"3778"	"S01010283"	"Finnieston and Kelvinhaugh"	"Glasgow City"	"Greater Glasgow and Clyde"	82	18	611	529	12	6	90	126	29	14	9	87	114	1557	4	3	1
"3779"	"S01010284"	"Finnieston and Kelvinhaugh"	"Glasgow City"	"Greater Glasgow and Clyde"	71	46	1734	1650	7	5	85	242	32	11	3	70	51	248	6	4	1
"3780"	"S01010285"	"Finnieston and Kelvinhaugh"	"Glasgow City"	"Greater Glasgow and Clyde"	90	150	817	662	11	10	110	94	23	17	10	101	83	503	2	3	1
"3781"	"S01010286"	"Finnieston and Kelvinhaugh"	"Glasgow City"	"Greater Glasgow and Clyde"	87	17	1561	1456	5	3	55	42	0	9	6	50	59	218	1	5	1
"3782"	"S01010287"	"Finnieston and Kelvinhaugh"	"Glasgow City"	"Greater Glasgow and Clyde"	87	43	950	836	5	4	55	75	20	14	2	78	50	411	3	4	1
"3783"	"S01010288"	"Finnieston and Kelvinhaugh"	"Glasgow City"	"Greater Glasgow and Clyde"	96	90	927	813	4	3	35	59	21	9	6	55	32	486	2	5	1
"3784"	"S01010289"	"Woodlands"	"Glasgow City"	"Greater Glasgow and Clyde"	94	26	886	753	3	3	30	42	64	9	0	63	22	260	4	5	1
"3785"	"S01010290"	"Woodlands"	"Glasgow City"	"Greater Glasgow and Clyde"	91	52	538	473	12	11	125	148	37	17	0	84	75	354	1	3	1
"3786"	"S01010291"	"Woodlands"	"Glasgow City"	"Greater Glasgow and Clyde"	93	162	1051	888	11	7	115	160	0	12	3	108	91	438	3	3	1
"3787"	"S01010292"	"Woodlands"	"Glasgow City"	"Greater Glasgow and Clyde"	87	12	929	810	6	3	45	112	20	11	5	55	53	323	5	4	1
"3788"	"S01010293"	"Woodlands"	"Glasgow City"	"Greater Glasgow and Clyde"	83	35	895	739	12	7	115	87	24	13	10	91	86	291	2	3	1
"3789"	"S01010294"	"Woodlands"	"Glasgow City"	"Greater Glasgow and Clyde"	85	19	637	554	7	3	70	92	0	11	0	71	102	440	4	4	1
"3790"	"S01010295"	"Woodlands"	"Glasgow City"	"Greater Glasgow and Clyde"	70	24	1022	899	7	4	55	53	0	12	8	76	81	529	4	4	1
"3791"	"S01010296"	"Woodlands"	"Glasgow City"	"Greater Glasgow and Clyde"	80	57	690	540	16	13	130	79	30	16	11	85	119	856	2	2	1
"3792"	"S01010297"	"Woodside"	"Glasgow City"	"Greater Glasgow and Clyde"	85	128	1053	777	21	20	170	144	235	21	16	121	150	504	10	1	1
"3793"	"S01010298"	"Woodside"	"Glasgow City"	"Greater Glasgow and Clyde"	84	296	885	603	29	22	190	125	54	23	7	127	103	487	3	1	1
"3794"	"S01010299"	"Woodside"	"Glasgow City"	"Greater Glasgow and Clyde"	78	149	533	341	33	24	245	113	53	23	8	152	201	376	5	1	1
"3795"	"S01010300"	"Woodside"	"Glasgow City"	"Greater Glasgow and Clyde"	77	198	1034	757	17	13	160	136	22	22	9	162	141	513	3	2	1
"3796"	"S01010301"	"Firhill"	"Glasgow City"	"Greater Glasgow and Clyde"	83	40	572	469	9	6	65	89	0	9	6	83	90	490	4	4	1
"3797"	"S01010302"	"Firhill"	"Glasgow City"	"Greater Glasgow and Clyde"	87	288	792	533	26	24	175	139	117	18	8	137	207	392	5	1	1
"3798"	"S01010303"	"Firhill"	"Glasgow City"	"Greater Glasgow and Clyde"	89	109	675	427	36	19	150	106	332	15	9	115	243	415	3	1	1
"3799"	"S01010304"	"Firhill"	"Glasgow City"	"Greater Glasgow and Clyde"	73	516	722	518	32	29	245	145	372	25	6	206	190	805	3	1	1
"3800"	"S01010305"	"Firhill"	"Glasgow City"	"Greater Glasgow and Clyde"	78	169	805	607	25	19	215	179	26	26	6	138	127	224	4	1	1
"3801"	"S01010306"	"Firhill"	"Glasgow City"	"Greater Glasgow and Clyde"	86	48	755	640	15	13	155	142	0	14	3	75	63	239	9	2	1
"3802"	"S01010307"	"Firhill"	"Glasgow City"	"Greater Glasgow and Clyde"	92	76	814	678	5	4	50	24	0	12	3	59	31	320	4	5	1
"3803"	"S01010308"	"Firhill"	"Glasgow City"	"Greater Glasgow and Clyde"	85	36	1012	827	7	6	65	74	38	12	0	88	44	257	4	4	1
"3804"	"S01010309"	"Keppochhill"	"Glasgow City"	"Greater Glasgow and Clyde"	75	108	317	196	22	17	165	119	0	24	0	116	266	NA	10	1	1
"3805"	"S01010310"	"Keppochhill"	"Glasgow City"	"Greater Glasgow and Clyde"	73	208	697	496	31	25	210	154	186	21	6	181	250	575	1	1	1
"3806"	"S01010311"	"Keppochhill"	"Glasgow City"	"Greater Glasgow and Clyde"	59	306	744	503	37	34	260	167	356	30	10	205	270	1535	2	1	1
"3807"	"S01010312"	"Keppochhill"	"Glasgow City"	"Greater Glasgow and Clyde"	72	344	833	546	42	38	320	180	217	32	3	215	262	685	4	1	1
"3808"	"S01010313"	"Keppochhill"	"Glasgow City"	"Greater Glasgow and Clyde"	76	635	620	429	37	36	275	199	407	27	8	201	255	565	6	1	1
"3809"	"S01010314"	"Keppochhill"	"Glasgow City"	"Greater Glasgow and Clyde"	74	265	1367	1056	25	21	210	114	107	20	5	153	170	637	2	1	1
"3810"	"S01010315"	"Ruchill"	"Glasgow City"	"Greater Glasgow and Clyde"	80	38	891	627	21	14	160	141	55	17	6	109	157	382	0	2	1
"3811"	"S01010316"	"Ruchill"	"Glasgow City"	"Greater Glasgow and Clyde"	73	158	562	422	30	28	265	147	82	23	4	154	179	481	0	1	1
"3812"	"S01010317"	"Ruchill"	"Glasgow City"	"Greater Glasgow and Clyde"	81	151	902	747	10	7	85	123	24	15	3	121	30	555	2	3	1
"3813"	"S01010318"	"Ruchill"	"Glasgow City"	"Greater Glasgow and Clyde"	75	127	1671	1483	11	8	130	127	67	13	2	79	171	318	0	3	1
"3814"	"S01010319"	"Ruchill"	"Glasgow City"	"Greater Glasgow and Clyde"	71	73	740	599	16	13	135	110	0	15	10	98	110	474	2	2	1
"3815"	"S01010320"	"Ruchill"	"Glasgow City"	"Greater Glasgow and Clyde"	80	194	713	580	24	19	175	145	102	19	0	97	125	646	2	1	1
"3816"	"S01010321"	"Ruchill"	"Glasgow City"	"Greater Glasgow and Clyde"	86	142	884	639	20	16	145	220	49	27	4	111	119	1020	7	1	1
"3817"	"S01010322"	"Ruchill"	"Glasgow City"	"Greater Glasgow and Clyde"	84	19	1049	839	4	4	50	84	19	13	0	65	30	124	4	5	1
"3818"	"S01010323"	"Possil Park"	"Glasgow City"	"Greater Glasgow and Clyde"	73	629	619	408	55	50	395	221	790	42	10	317	297	971	2	1	1
"3819"	"S01010324"	"Possil Park"	"Glasgow City"	"Greater Glasgow and Clyde"	74	239	787	478	30	28	220	156	84	29	4	166	231	407	5	1	1
"3820"	"S01010325"	"Possil Park"	"Glasgow City"	"Greater Glasgow and Clyde"	64	194	933	500	29	26	210	119	83	29	12	146	224	225	1	1	1
"3821"	"S01010326"	"Possil Park"	"Glasgow City"	"Greater Glasgow and Clyde"	68	444	1009	667	43	41	300	145	699	26	5	193	278	1390	0	1	1
"3822"	"S01010327"	"Possil Park"	"Glasgow City"	"Greater Glasgow and Clyde"	76	156	937	616	25	20	190	294	194	18	14	169	230	470	1	1	1
"3823"	"S01010328"	"Possil Park"	"Glasgow City"	"Greater Glasgow and Clyde"	83	183	1006	639	20	15	175	89	54	23	4	141	172	458	3	2	1
"3824"	"S01010329"	"Possil Park"	"Glasgow City"	"Greater Glasgow and Clyde"	81	126	568	336	19	14	135	137	111	22	4	109	206	106	1	2	1
"3825"	"S01010330"	"Milton West"	"Glasgow City"	"Greater Glasgow and Clyde"	64	213	676	429	42	34	270	136	120	27	2	164	267	607	1	1	1
"3826"	"S01010331"	"Milton West"	"Glasgow City"	"Greater Glasgow and Clyde"	74	105	870	517	33	33	250	139	344	30	3	151	228	507	2	1	1
"3827"	"S01010332"	"Milton West"	"Glasgow City"	"Greater Glasgow and Clyde"	73	126	702	463	39	29	275	198	141	26	0	199	254	599	2	1	1
"3828"	"S01010333"	"Milton West"	"Glasgow City"	"Greater Glasgow and Clyde"	71	160	923	583	29	28	230	131	123	28	5	160	204	488	5	1	1
"3829"	"S01010334"	"Milton West"	"Glasgow City"	"Greater Glasgow and Clyde"	78	133	1045	669	24	18	175	123	188	20	2	141	203	470	1	1	1
"3830"	"S01010335"	"Milton East"	"Glasgow City"	"Greater Glasgow and Clyde"	69	136	836	482	31	24	215	141	42	29	0	159	237	311	2	1	1
"3831"	"S01010336"	"Milton East"	"Glasgow City"	"Greater Glasgow and Clyde"	61	374	685	475	38	38	250	118	810	27	8	167	284	746	3	1	1
"3832"	"S01010337"	"Milton East"	"Glasgow City"	"Greater Glasgow and Clyde"	62	96	619	385	29	27	240	126	0	32	6	139	229	453	2	1	1
"3833"	"S01010338"	"Milton East"	"Glasgow City"	"Greater Glasgow and Clyde"	55	158	753	447	43	33	265	190	282	26	10	168	283	479	2	1	1
"3834"	"S01010339"	"Milton East"	"Glasgow City"	"Greater Glasgow and Clyde"	74	130	677	400	24	20	170	137	253	26	10	147	209	429	2	1	1
"3835"	"S01010340"	"Summerston Central and West"	"Glasgow City"	"Greater Glasgow and Clyde"	83	76	734	464	31	23	200	162	78	23	0	131	203	532	2	1	1
"3836"	"S01010341"	"Summerston Central and West"	"Glasgow City"	"Greater Glasgow and Clyde"	91	68	592	379	15	12	135	118	0	23	0	102	147	68	4	2	1
"3837"	"S01010342"	"Summerston Central and West"	"Glasgow City"	"Greater Glasgow and Clyde"	88	35	629	468	6	6	100	52	0	15	24	89	127	207	10	4	1
"3838"	"S01010343"	"Summerston Central and West"	"Glasgow City"	"Greater Glasgow and Clyde"	91	74	884	667	8	7	90	106	0	14	0	101	110	227	7	3	1
"3839"	"S01010344"	"Summerston Central and West"	"Glasgow City"	"Greater Glasgow and Clyde"	55	261	684	480	41	37	275	163	176	30	6	184	226	644	1	1	1
"3840"	"S01010345"	"Summerston Central and West"	"Glasgow City"	"Greater Glasgow and Clyde"	95	37	810	564	5	6	75	81	33	7	0	96	63	111	1	4	1
"3841"	"S01010346"	"Summerston North"	"Glasgow City"	"Greater Glasgow and Clyde"	88	82	1010	635	10	7	95	124	62	21	3	110	102	258	3	3	1
"3842"	"S01010347"	"Summerston North"	"Glasgow City"	"Greater Glasgow and Clyde"	72	245	1012	653	28	20	195	126	136	19	3	134	184	445	5	1	1
"3843"	"S01010348"	"Summerston North"	"Glasgow City"	"Greater Glasgow and Clyde"	82	116	1015	604	19	16	155	105	31	24	2	124	175	99	5	2	1
"3844"	"S01010349"	"Summerston North"	"Glasgow City"	"Greater Glasgow and Clyde"	81	141	833	509	23	18	175	161	107	26	7	144	180	385	6	1	1
"3845"	"S01010350"	"Maryhill East"	"Glasgow City"	"Greater Glasgow and Clyde"	78	257	966	588	31	23	205	113	203	22	5	146	210	311	3	1	1
"3846"	"S01010351"	"Maryhill East"	"Glasgow City"	"Greater Glasgow and Clyde"	76	67	937	635	19	14	145	91	28	18	2	108	162	203	1	2	1
"3847"	"S01010352"	"Maryhill East"	"Glasgow City"	"Greater Glasgow and Clyde"	58	202	516	330	32	26	190	135	270	26	14	140	227	349	2	1	1
"3848"	"S01010353"	"Maryhill East"	"Glasgow City"	"Greater Glasgow and Clyde"	78	406	1022	661	38	36	270	165	373	27	12	187	240	686	3	1	1
"3849"	"S01010354"	"Maryhill West"	"Glasgow City"	"Greater Glasgow and Clyde"	76	392	774	532	27	22	180	126	105	21	11	156	191	349	4	1	1
"3850"	"S01010355"	"Maryhill West"	"Glasgow City"	"Greater Glasgow and Clyde"	73	143	848	595	27	24	220	156	250	23	4	159	200	354	6	1	1
"3851"	"S01010356"	"Maryhill West"	"Glasgow City"	"Greater Glasgow and Clyde"	72	37	697	522	20	15	150	166	33	17	9	117	134	560	3	2	1
"3852"	"S01010357"	"Maryhill West"	"Glasgow City"	"Greater Glasgow and Clyde"	75	390	596	426	37	34	240	144	530	24	9	161	206	1092	5	1	1
"3853"	"S01010358"	"Wyndford"	"Glasgow City"	"Greater Glasgow and Clyde"	79	266	874	580	36	31	230	177	179	30	5	158	210	733	21	1	1
"3854"	"S01010359"	"Wyndford"	"Glasgow City"	"Greater Glasgow and Clyde"	72	269	757	476	43	31	230	164	115	25	12	147	216	926	10	1	1
"3855"	"S01010360"	"Wyndford"	"Glasgow City"	"Greater Glasgow and Clyde"	76	229	679	470	32	25	225	135	164	23	8	163	182	487	8	1	1
